"Borough","CommunityBoard","CouncilDistrict","DispenserUnitLocation","GISPropNum","InstallationDate","Location","Manufacturer","MountingSurface","OBJECTID","OMPPropID","ParkDistrict","Precinct","PropertyName","RestockedBy","SubPropertyName","ZIPCode","point"
"Q",482,29,"Near Dog Run","Q015","2018-03-30 04:00:00.0000000","estimated date","Mutt Mitt","Unpaved Surface",3205,"Q015-ZN01","Q-16",102,"Forest Park","Parks","The Overlook",11415,"POINT (-73.8360999119329 40.71047391409689)"
"X",211,13,"Park Interior","X003","","","Mitt Mutt","Unpaved Surface",20809,"X003-ZN01","X-11",49,"Pelham Parkway","Parks","Pelham Parkway Zone 1",10469,"POINT (-73.86156194935582 40.85787669340583)"
"R",503,51,"Near Dog Run","R097","2018-06-21 04:00:00.0000000","dog run","Mitt Mutt","Paved Surface",18008,"","R-03",123,"Ida Court","Parks","",10312,"POINT (-74.1873172142402 40.53808810370544)"
"Q",414,31,"Near Entrance","Q313","2018-03-19 04:00:00.0000000","Arverne Blvd","Mitt Mutt","Paved Surface",11204,"","Q-14",101,"Arverne Playground","Parks","",11692,"POINT (-73.7852261251357 40.59249908407777)"
"B",355,39,"Park Interior","B073","2018-04-11 04:00:00.0000000","","Mitt Mutt","Unpaved Surface",12405,"B073-ZN19","B-19",78,"Prospect Park","Parks","The Nethermead",11215,"POINT (-73.96973293251715 40.66150146879838)"
"X",203,17,"Park Perimeter","X166","","25 ft from entrance on 166 St","Mitt Mutt","Chain Link Fence",7615,"","X-03",42,"Behagen Playground","Parks","",10456,"POINT (-73.90090108698887 40.82528521040884)"
"B",307,39,"Park Interior","BT11","2018-03-06 05:00:00.0000000","","Mitt Mutt","Unpaved Surface",5607,"","B-07",72,"Park","Parks","",11218,"POINT (-73.979922406131 40.655221315089854)"
"",414,32,"Near Entrance","Q162Group","2018-03-23 04:00:00.0000000","B. 108th St. circle near rink","Mitt Mutt","Unpaved Surface",7231,"Q163-ZN07B","Q-14",100,"Rockaway Beach and Boardwalk","Parks","Rockaway Beach 07b",11694,"POINT (-73.82908969706355 40.57973836037005)"
"R",503,51,"Park Perimeter","R106","2018-06-20 04:00:00.0000000","@ Miniturn ave","Mitt Mutt","Paved Surface",17604,"R106-ZN03","R-03",123,"Bloomingdale Park","Parks","Bloomingdale Park Zone 3",10309,"POINT (-74.20957445340468 40.535361381100024)"
"R",501,49,"Park Perimeter","R123","2018-06-27 04:00:00.0000000","Prospect ave &","Mitt Mutt","Unpaved Surface",5624,"","R-01",120,"Skyline Playground","Parks","",10301,"POINT (-74.08941821509376 40.639776466833126)"
"",414,32,"Near Entrance","Q162Group","2018-04-23 04:00:00.0000000","entrance in btw hbct and plgd","Mitt Mutt","Unpaved Surface",7214,"Q163-ZN05B","Q-14",100,"Rockaway Beach and Boardwalk","Parks","Rockaway Beach 05b",11693,"POINT (-73.80798590098455 40.58579590037466)"
"X",227,11,"Park Interior","X002Group","","204 st and Webster ave entrance","Mitt Mutt","Paved Surface",20816,"X002-ZN04","",52,"Bronx River Parks","Parks","Allerton Fields In Bronx Park",10467,"POINT (-73.87595605039073 40.87032489917229)"
"B",302,35,"Near Entrance","B321","2018-02-08 05:00:00.0000000","Between corner and Adelphi St entrance","Mitt Mutt","Paved Surface",8005,"","B-02",88,"Edmonds Playground","","",11205,"POINT (-73.97121575668723 40.6894190425311)"
"Q",401,22,"Near Entrance","Q226","2017-12-21 05:00:00.0000000","to right of comfort station","Mutt Mitt","Unpaved Surface",3607,"Q226-01","Q-01",114,"Hallets Cove Playground","Parks","Hallets Cove Playground (area A)",11102,"POINT (-73.93456762966066 40.771569585192005)"
"X",204,16,"Near Entrance","X105","","","Mitt Mutt","Paved Surface",13209,"","X-04",44,"Jerome Slope","Parks","",10452,"POINT (-73.92580967647396 40.83284414063232)"
"X",202,17,"Park Perimeter","X029","","","Mitt Mutt","Unpaved Surface",3254,"","X-02",41,"Lyons Square Playground","Parks","",10459,"POINT (-73.88766052693515 40.82272722436606)"
"Q",407,19,"Near Entrance","Q086","2017-12-06 05:00:00.0000000","on 25th Ave near CS path and ballfield","Mitt Mutt","Unpaved Surface",5206,"","Q-07",109,"Flushing Fields","Parks","",11354,"POINT (-73.81697094160734 40.77616763097302)"
"X",204,16,"Near Entrance","X115","","","Mitt Mutt","Chain Link Fence",12804,"","X-04",44,"Mott Playground","Parks","",10456,"POINT (-73.91438714220827 40.83125655363628)"
"B",318,46,"Park Perimeter","B342","2018-03-03 05:00:00.0000000","Cobblestone on Glenwood Rd/E 100 St","Mitt Mutt","Paved Surface",3221,"","B-18",69,"100% Playground","","",11236,"POINT (-73.89978134563535 40.646708606063754)"
"Q",407,20,"Near Entrance","Q017","2017-12-06 05:00:00.0000000","on 164th St middle entrance","Mitt Mutt","Unpaved Surface",4806,"","Q-07",109,"The Olde Towne of Flushing Burial Ground","Parks","",11358,"POINT (-73.80275843009372 40.75469380896737)"
"B",355,39,"Park Interior","B073","2018-04-10 04:00:00.0000000","","Mitt Mutt","Unpaved Surface",5639,"B073-ZN09","B-19",78,"Prospect Park","Parks","Ocean Ave",11215,"POINT (-73.96263487937036 40.65533969819485)"
"X",203,15,"Park Perimeter","X010","","5 ft from street intersection","Mitt Mutt","Wrought Iron Fence",6804,"X010-ZN10","X-03",42,"Crotona Park","Parks","Crotona Zone 10",10457,"POINT (-73.89669903244098 40.84333171795912)"
"",310,38,"Park Perimeter","","2018-03-08 05:00:00.0000000","","Mitt Mutt","Unpaved Surface",12005,"","",68,"","Parks","",11209,"POINT (-74.01987871474002 40.62236298988906)"
"R",595,50,"Park Perimeter","R016","","","Mitt Mutt","Paved Surface",20403,"R016-01","R-03",122,"Great Kills Park","Parks","Corporal Allan F. Kivlehan Park",10306,"POINT (-74.09787704157146 40.56405734812408)"
